State,District,Block,Gram Panchayat,Village,SHG Code,SHG Name,SHG NIC Code,SHG Category,Date of Formation,Active Members,Primary Parent CBO (VO),Secondary Parent CBO (CLF),Promoted By,Promoters Name,Co-option Status,Co-option/Revival Date,SHG Type,Special SHG Type,Meeting Frequency,Savings Frequency,Savings Amount,Tenure of Office Bearers (Months),Primary Livelihoods,Secondary Livelihoods,Tertiary Livelihoods,Status (Active/Inactive),1st Account Number,1st Account Type,1st IFSC,1st Branch Name,1st Bank Name,1st Account Opening Date,is_synthetic
RAJASTHAN,Alwar,Alwar Rural,GP_827,Village_827,40008335836,Grameen Alwar Mandal,872816,GEN,,12,VO_RAJ_827,CLF_RAJ_827,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,44,24,shg_agriculture,-,-,Active,20755434926.0,Savings (Default),SBIN4498444,Alwar,CANARA BANK,,True
RAJASTHAN,Sikar,Sikar Central,GP_828,Village_828,40008335837,Udyog Sikar Samiti,124708,OBC,,9,VO_RAJ_828,CLF_RAJ_828,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,40,12,shg_manufacturing,-,shg_livestock,Active,178648366685.0,Savings (Default),SBIN8223789,Sikar,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Nagaur,Nagaur South,GP_829,Village_829,40008335838,Pragati Nagaur Sangathan,841568,SC,,11,VO_RAJ_829,CLF_RAJ_829,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,17,36,-,shg_agriculture,shg_livestock,Active,646687594332.0,Savings (Default),SBIN3110291,Nagaur,UNION BANK,,True
RAJASTHAN,Bharatpur,Bharatpur East,GP_830,Village_830,40008335839,Pragati Bharatpur Mandal,399454,OBC,,11,VO_RAJ_830,CLF_RAJ_830,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,45,12,shg_agriculture,shg_livestock,-,Active,249069182563.0,Savings (Default),SBIN2134786,Bharatpur,STATE BANK OF INDIA,,True
RAJASTHAN,Banswara,Banswara East,GP_831,Village_831,40008335840,Vikas Banswara SHG,907451,GEN,,7,VO_RAJ_831,CLF_RAJ_831,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,24,-,shg_livestock,-,Active,430587354802.0,Savings (Default),SBIN1665803,Banswara,UNION BANK,,True
RAJASTHAN,Barmer,Barmer Rural,GP_832,Village_832,40008335841,Sahayog Barmer SHG,202734,GEN,,11,VO_RAJ_832,CLF_RAJ_832,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,16,24,shg_agriculture,-,-,Active,100193904841.0,Savings (Default),SBIN5913560,Barmer,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Alwar,Alwar South,GP_833,Village_833,40008335842,Pragati Alwar Sangathan,480309,GEN,,12,VO_RAJ_833,CLF_RAJ_833,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,10,36,shg_agriculture,shg_livestock,-,Active,654759576899.0,Savings (Default),SBIN7727773,Alwar,STATE BANK OF INDIA,,True
RAJASTHAN,Sikar,Sikar North,GP_834,Village_834,40008335843,Samridhi Sikar SHG,910736,SC,,10,VO_RAJ_834,CLF_RAJ_834,Other,,No,,Woman(Regular),none,Weekly,Monthly,66,36,shg_livestock,shg_livestock,-,Active,592593055932.0,Savings (Default),SBIN1966128,Sikar,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Jodhpur,Jodhpur Rural,GP_835,Village_835,40008335844,Samridhi Jodhpur Samiti,620465,GEN,,7,VO_RAJ_835,CLF_RAJ_835,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_agriculture,-,-,Active,988556217505.0,Savings (Default),SBIN3025850,Jodhpur,STATE BANK OF INDIA,,True
RAJASTHAN,Barmer,Barmer North,GP_836,Village_836,40008335845,Swayam Barmer Samiti,872087,OTH,,14,VO_RAJ_836,CLF_RAJ_836,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,56,12,shg_livestock,shg_horticulture,-,Active,708954932557.0,Savings (Default),SBIN4697435,Barmer,CANARA BANK,,True
RAJASTHAN,Nagaur,Nagaur Rural,GP_837,Village_837,40008335846,Prerna Nagaur Mandal,817138,GEN,,10,VO_RAJ_837,CLF_RAJ_837,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,22,36,shg_agriculture,-,shg_livestock,Active,960748500877.0,Savings (Default),SBIN3311146,Nagaur,BANK OF BARODA,,True
RAJASTHAN,Tonk,Tonk East,GP_838,Village_838,40008335847,Janani Tonk Group,209197,GEN,,10,VO_RAJ_838,CLF_RAJ_838,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,36,shg_agriculture,shg_livestock,shg_livestock,Active,473358156265.0,Savings (Default),SBIN3856285,Tonk,CANARA BANK,,True
RAJASTHAN,Dungarpur,Dungarpur South,GP_839,Village_839,40008335848,Sahayog Dungarpur SHG,945401,GEN,,8,VO_RAJ_839,CLF_RAJ_839,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,69,36,shg_manufacturing,-,shg_livestock,Active,116125633823.0,Savings (Default),SBIN4122595,Dungarpur,BANK OF BARODA,,True
RAJASTHAN,Alwar,Alwar North,GP_840,Village_840,40008335849,Vikas Alwar Sangathan,877771,OTH,,10,VO_RAJ_840,CLF_RAJ_840,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,50,36,shg_livestock,shg_manufacturing,shg_livestock,Active,729758210581.0,Savings (Default),SBIN1365428,Alwar,CANARA BANK,,True
RAJASTHAN,Kota,Kota North,GP_841,Village_841,40008335850,Sangam Kota Mandal,746624,GEN,,17,VO_RAJ_841,CLF_RAJ_841,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,47,12,shg_manufacturing,-,-,Active,618676597030.0,Savings (Default),SBIN2986773,Kota,STATE BANK OF INDIA,,True
RAJASTHAN,Udaipur,Udaipur Rural,GP_842,Village_842,40008335851,Sangam Udaipur Mandal,674719,GEN,,10,VO_RAJ_842,CLF_RAJ_842,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,75,12,shg_livestock,-,shg_livestock,Active,114871793792.0,Savings (Default),SBIN3779620,Udaipur,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Udaipur,Udaipur East,GP_843,Village_843,40008335852,Prerna Udaipur Sangathan,182111,OTH,,11,VO_RAJ_843,CLF_RAJ_843,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,13,12,shg_agriculture,shg_livestock,-,Active,322539552540.0,Savings (Default),SBIN4986119,Udaipur,STATE BANK OF INDIA,,True
RAJASTHAN,Jaipur,Jaipur Central,GP_844,Village_844,40008335853,Jyoti Jaipur Samiti,479320,OBC,,10,VO_RAJ_844,CLF_RAJ_844,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,77,12,shg_livestock,shg_fishery,-,Active,671255636133.0,Savings (Default),SBIN9059602,Jaipur,BANK OF BARODA,,True
RAJASTHAN,Sikar,Sikar West,GP_845,Village_845,40008335854,Shakti Sikar Samiti,102511,SC,,10,VO_RAJ_845,CLF_RAJ_845,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,80,36,shg_agriculture,shg_livestock,-,Active,250445747703.0,Savings (Default),SBIN7643565,Sikar,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Banswara,Banswara North,GP_846,Village_846,40008335855,Samridhi Banswara SHG,280831,OBC,,10,VO_RAJ_846,CLF_RAJ_846,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,36,-,shg_livestock,shg_livestock,Active,344093951384.0,Savings (Default),SBIN5654226,Banswara,UNION BANK,,True
RAJASTHAN,Nagaur,Nagaur Rural,GP_847,Village_847,40008335856,Swayam Nagaur SHG,565797,OBC,,12,VO_RAJ_847,CLF_RAJ_847,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,-,-,Active,102864794309.0,Savings (Default),SBIN9487803,Nagaur,UNION BANK,,True
RAJASTHAN,Alwar,Alwar Rural,GP_848,Village_848,40008335857,Shakti Alwar Samiti,722500,OTH,,12,VO_RAJ_848,CLF_RAJ_848,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,7,12,shg_livestock,shg_agriculture,-,Active,300182486328.0,Savings (Default),SBIN2754668,Alwar,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Udaipur,Udaipur West,GP_849,Village_849,40008335858,Pragati Udaipur Mandal,369228,OBC,,10,VO_RAJ_849,CLF_RAJ_849,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,61,36,-,shg_services,shg_manufacturing,Active,836841180329.0,Savings (Default),SBIN7124101,Udaipur,STATE BANK OF INDIA,,True
RAJASTHAN,Barmer,Barmer West,GP_850,Village_850,40008335859,Shakti Barmer Group,771490,GEN,,10,VO_RAJ_850,CLF_RAJ_850,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,90,12,shg_agriculture,-,shg_livestock,Active,306509470316.0,Savings (Default),SBIN1094153,Barmer,CANARA BANK,,True
RAJASTHAN,Kota,Kota Rural,GP_851,Village_851,40008335860,Prerna Kota Sangathan,670774,OTH,,12,VO_RAJ_851,CLF_RAJ_851,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,14,36,shg_livestock,-,-,Active,100830870745.0,Savings (Default),SBIN3243298,Kota,BANK OF BARODA,,True
RAJASTHAN,Udaipur,Udaipur Rural,GP_852,Village_852,40008335861,Grameen Udaipur SHG,471960,ST,,10,VO_RAJ_852,CLF_RAJ_852,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,45,24,shg_agriculture,shg_livestock,shg_livestock,Active,249261608979.0,Savings (Default),SBIN5081543,Udaipur,UNION BANK,,True
RAJASTHAN,Banswara,Banswara Rural,GP_853,Village_853,40008335862,Navjyoti Banswara Sangathan,798414,OBC,,12,VO_RAJ_853,CLF_RAJ_853,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,63,36,shg_agriculture,-,shg_livestock,Active,316703711426.0,Savings (Default),SBIN1107468,Banswara,UNION BANK,,True
RAJASTHAN,Alwar,Alwar East,GP_854,Village_854,40008335863,Mahila Alwar Group,640533,OTH,,12,VO_RAJ_854,CLF_RAJ_854,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,26,24,shg_agriculture,shg_horticulture,-,Active,78920998939.0,Savings (Default),SBIN9596757,Alwar,STATE BANK OF INDIA,,True
RAJASTHAN,Jodhpur,Jodhpur East,GP_855,Village_855,40008335864,Janani Jodhpur Sangathan,823977,GEN,,13,VO_RAJ_855,CLF_RAJ_855,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,-,shg_manufacturing,shg_livestock,Active,306449390305.0,Savings (Default),SBIN8121311,Jodhpur,STATE BANK OF INDIA,,True
RAJASTHAN,Banswara,Banswara North,GP_856,Village_856,40008335865,Shakti Banswara SHG,583173,GEN,,11,VO_RAJ_856,CLF_RAJ_856,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,20,12,shg_agriculture,-,shg_livestock,Active,778487439521.0,Savings (Default),SBIN2563105,Banswara,STATE BANK OF INDIA,,True
RAJASTHAN,Kota,Kota Rural,GP_857,Village_857,40008335866,Sahayog Kota Samiti,739795,OTH,,10,VO_RAJ_857,CLF_RAJ_857,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,50,12,shg_manufacturing,shg_livestock,-,Active,982105226932.0,Savings (Default),SBIN6777759,Kota,UNION BANK,,True
RAJASTHAN,Banswara,Banswara South,GP_858,Village_858,40008335867,Vikas Banswara Samiti,262900,OBC,,8,VO_RAJ_858,CLF_RAJ_858,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,72,36,shg_agriculture,-,-,Active,323698516630.0,Savings (Default),SBIN8014154,Banswara,UNION BANK,,True
RAJASTHAN,Jaipur,Jaipur West,GP_859,Village_859,40008335868,Asha Jaipur Group,368778,GEN,,9,VO_RAJ_859,CLF_RAJ_859,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,96,12,-,shg_livestock,-,Active,221276655198.0,Savings (Default),SBIN2976783,Jaipur,STATE BANK OF INDIA,,True
RAJASTHAN,Banswara,Banswara Rural,GP_860,Village_860,40008335869,Sangam Banswara Mandal,434755,GEN,,8,VO_RAJ_860,CLF_RAJ_860,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_agriculture,shg_livestock,shg_agriculture,Active,412689977305.0,Savings (Default),SBIN5666753,Banswara,STATE BANK OF INDIA,,True
RAJASTHAN,Banswara,Banswara Central,GP_861,Village_861,40008335870,Sahayog Banswara Group,702352,GEN,,11,VO_RAJ_861,CLF_RAJ_861,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,44,36,shg_agriculture,shg_livestock,-,Active,374519262554.0,Savings (Default),SBIN8797425,Banswara,STATE BANK OF INDIA,,True
RAJASTHAN,Churu,Churu Central,GP_862,Village_862,40008335871,Samridhi Churu SHG,470468,ST,,11,VO_RAJ_862,CLF_RAJ_862,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,71,24,shg_agriculture,-,shg_manufacturing,Active,611548304252.0,Savings (Default),SBIN1812160,Churu,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Alwar,Alwar North,GP_863,Village_863,40008335872,Shakti Alwar Samiti,748505,OTH,,11,VO_RAJ_863,CLF_RAJ_863,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,18,36,shg_agriculture,shg_livestock,shg_manufacturing,Active,478623437794.0,Savings (Default),SBIN6631467,Alwar,STATE BANK OF INDIA,,True
RAJASTHAN,Barmer,Barmer South,GP_864,Village_864,40008335873,Pragati Barmer SHG,515030,GEN,,10,VO_RAJ_864,CLF_RAJ_864,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,90,36,-,shg_agriculture,shg_livestock,Active,77279274523.0,Savings (Default),SBIN6728939,Barmer,BANK OF BARODA,,True
RAJASTHAN,Jodhpur,Jodhpur East,GP_865,Village_865,40008335874,Mahila Jodhpur Sangathan,476520,GEN,,10,VO_RAJ_865,CLF_RAJ_865,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,45,12,shg_agriculture,-,shg_agriculture,Active,934978487516.0,Savings (Default),SBIN8826351,Jodhpur,STATE BANK OF INDIA,,True
RAJASTHAN,Udaipur,Udaipur Central,GP_866,Village_866,40008335875,Udyog Udaipur Mandal,274320,OTH,,12,VO_RAJ_866,CLF_RAJ_866,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,57,24,shg_horticulture,shg_agriculture,-,Active,452472022475.0,Savings (Default),SBIN8296486,Udaipur,STATE BANK OF INDIA,,True
RAJASTHAN,Tonk,Tonk South,GP_867,Village_867,40008335876,Udyog Tonk Samiti,233832,GEN,,13,VO_RAJ_867,CLF_RAJ_867,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,14,36,shg_agriculture,shg_livestock,shg_livestock,Active,252305802806.0,Savings (Default),SBIN1658468,Tonk,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Ajmer,Ajmer West,GP_868,Village_868,40008335877,Janani Ajmer Samiti,620866,GEN,,10,VO_RAJ_868,CLF_RAJ_868,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,31,12,shg_livestock,-,-,Active,651786396653.0,Savings (Default),SBIN5507021,Ajmer,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Banswara,Banswara North,GP_869,Village_869,40008335878,Samridhi Banswara Group,988270,ST,,12,VO_RAJ_869,CLF_RAJ_869,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,24,shg_livestock,shg_livestock,-,Active,670001834473.0,Savings (Default),SBIN3655922,Banswara,UNION BANK,,True
RAJASTHAN,Tonk,Tonk North,GP_870,Village_870,40008335879,Jyoti Tonk Mandal,207480,GEN,,10,VO_RAJ_870,CLF_RAJ_870,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,54,36,shg_agriculture,shg_agriculture,-,Active,947820171492.0,Savings (Default),SBIN9360603,Tonk,BANK OF BARODA,,True
RAJASTHAN,Nagaur,Nagaur South,GP_871,Village_871,40008335880,Mahila Nagaur Sangathan,849068,ST,,9,VO_RAJ_871,CLF_RAJ_871,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,21,12,shg_manufacturing,shg_livestock,-,Active,441624031655.0,Savings (Default),SBIN3637322,Nagaur,CANARA BANK,,True
RAJASTHAN,Jodhpur,Jodhpur South,GP_872,Village_872,40008335881,Sahayog Jodhpur Sangathan,668925,GEN,,10,VO_RAJ_872,CLF_RAJ_872,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,44,12,shg_agriculture,shg_livestock,shg_manufacturing,Active,202119915184.0,Savings (Default),SBIN5839515,Jodhpur,UNION BANK,,True
RAJASTHAN,Alwar,Alwar East,GP_873,Village_873,40008335882,Pragati Alwar SHG,201411,OTH,,12,VO_RAJ_873,CLF_RAJ_873,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,29,24,shg_agriculture,shg_livestock,-,Active,137900610023.0,Savings (Default),SBIN9209321,Alwar,UNION BANK,,True
RAJASTHAN,Barmer,Barmer Rural,GP_874,Village_874,40008335883,Vikas Barmer Sangathan,474897,GEN,,10,VO_RAJ_874,CLF_RAJ_874,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,59,24,shg_agriculture,-,-,Active,97442812267.0,Savings (Default),SBIN5824867,Barmer,UNION BANK,,True
RAJASTHAN,Tonk,Tonk South,GP_875,Village_875,40008335884,Udyog Tonk Group,426176,OBC,,11,VO_RAJ_875,CLF_RAJ_875,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,28,24,-,shg_livestock,-,Active,118209281612.0,Savings (Default),SBIN2419197,Tonk,STATE BANK OF INDIA,,True
RAJASTHAN,Ajmer,Ajmer Rural,GP_876,Village_876,40008335885,Sangam Ajmer Group,807764,ST,,10,VO_RAJ_876,CLF_RAJ_876,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,43,36,shg_livestock,shg_livestock,shg_livestock,Active,698268228563.0,Savings (Default),SBIN9928621,Ajmer,UNION BANK,,True
RAJASTHAN,Ajmer,Ajmer South,GP_877,Village_877,40008335886,Prerna Ajmer SHG,707489,ST,,9,VO_RAJ_877,CLF_RAJ_877,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,18,24,shg_agriculture,shg_livestock,shg_livestock,Active,357602142767.0,Savings (Default),SBIN9003762,Ajmer,BANK OF BARODA,,True
RAJASTHAN,Dungarpur,Dungarpur Central,GP_878,Village_878,40008335887,Sahayog Dungarpur Mandal,601649,OBC,,11,VO_RAJ_878,CLF_RAJ_878,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,22,36,shg_agriculture,shg_livestock,shg_livestock,Active,85104945160.0,Savings (Default),SBIN1233278,Dungarpur,STATE BANK OF INDIA,,True
RAJASTHAN,Banswara,Banswara Rural,GP_879,Village_879,40008335888,Grameen Banswara Samiti,769959,GEN,,12,VO_RAJ_879,CLF_RAJ_879,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,10,36,shg_manufacturing,-,shg_livestock,Active,10648415613.0,Savings (Default),SBIN6819317,Banswara,BANK OF BARODA,,True
RAJASTHAN,Kota,Kota Rural,GP_880,Village_880,40008335889,Samridhi Kota Mandal,838609,GEN,,10,VO_RAJ_880,CLF_RAJ_880,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,71,24,shg_agriculture,shg_livestock,-,Active,126559303384.0,Savings (Default),SBIN9576662,Kota,STATE BANK OF INDIA,,True
RAJASTHAN,Ajmer,Ajmer West,GP_881,Village_881,40008335890,Vikas Ajmer Samiti,193439,ST,,10,VO_RAJ_881,CLF_RAJ_881,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,25,12,shg_agriculture,shg_livestock,-,Active,499501054177.0,Savings (Default),SBIN4040918,Ajmer,BANK OF BARODA,,True
RAJASTHAN,Nagaur,Nagaur West,GP_882,Village_882,40008335891,Udyog Nagaur Samiti,573381,GEN,,10,VO_RAJ_882,CLF_RAJ_882,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,86,36,-,-,shg_livestock,Active,531205146722.0,Savings (Default),SBIN9587635,Nagaur,BANK OF BARODA,,True
RAJASTHAN,Jodhpur,Jodhpur South,GP_883,Village_883,40008335892,Grameen Jodhpur Sangathan,419050,OBC,,12,VO_RAJ_883,CLF_RAJ_883,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,45,24,shg_agriculture,shg_manufacturing,-,Active,851623814601.0,Savings (Default),SBIN7152272,Jodhpur,CANARA BANK,,True
RAJASTHAN,Tonk,Tonk East,GP_884,Village_884,40008335893,Janani Tonk Samiti,158242,GEN,,11,VO_RAJ_884,CLF_RAJ_884,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,21,12,-,shg_livestock,-,Active,778034149836.0,Savings (Default),SBIN5181864,Tonk,CANARA BANK,,True
RAJASTHAN,Udaipur,Udaipur East,GP_885,Village_885,40008335894,Navjyoti Udaipur Sangathan,476054,OTH,,12,VO_RAJ_885,CLF_RAJ_885,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,29,24,shg_agriculture,shg_horticulture,-,Active,789928017626.0,Savings (Default),SBIN6383267,Udaipur,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Ajmer,Ajmer Rural,GP_886,Village_886,40008335895,Pragati Ajmer SHG,847704,OTH,,12,VO_RAJ_886,CLF_RAJ_886,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,93,36,shg_manufacturing,shg_livestock,-,Active,124299859232.0,Savings (Default),SBIN3909013,Ajmer,BANK OF BARODA,,True
RAJASTHAN,Bikaner,Bikaner North,GP_887,Village_887,40008335896,Vikas Bikaner Mandal,536168,SC,,11,VO_RAJ_887,CLF_RAJ_887,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,63,12,-,shg_livestock,shg_livestock,Active,68182544243.0,Savings (Default),SBIN4531083,Bikaner,BANK OF BARODA,,True
RAJASTHAN,Bharatpur,Bharatpur Rural,GP_888,Village_888,40008335897,Swayam Bharatpur Samiti,196448,OTH,,12,VO_RAJ_888,CLF_RAJ_888,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,12,12,-,-,shg_livestock,Active,402051229289.0,Savings (Default),SBIN1571157,Bharatpur,UNION BANK,,True
RAJASTHAN,Kota,Kota Central,GP_889,Village_889,40008335898,Udyog Kota Mandal,931455,OTH,,10,VO_RAJ_889,CLF_RAJ_889,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,1,36,-,shg_livestock,shg_livestock,Active,174563293285.0,Savings (Default),SBIN1118158,Kota,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Kota,Kota Central,GP_890,Village_890,40008335899,Prerna Kota Samiti,721549,SC,,12,VO_RAJ_890,CLF_RAJ_890,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,108,36,shg_manufacturing,shg_agriculture,-,Active,57951653654.0,Savings (Default),SBIN6422605,Kota,CANARA BANK,,True
RAJASTHAN,Bikaner,Bikaner North,GP_891,Village_891,40008335900,Asha Bikaner Samiti,505563,GEN,,11,VO_RAJ_891,CLF_RAJ_891,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,12,shg_manufacturing,-,-,Active,869351150552.0,Savings (Default),SBIN7475741,Bikaner,STATE BANK OF INDIA,,True
RAJASTHAN,Bharatpur,Bharatpur North,GP_892,Village_892,40008335901,Swayam Bharatpur SHG,820370,GEN,,11,VO_RAJ_892,CLF_RAJ_892,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,54,36,shg_manufacturing,-,-,Active,376813247832.0,Savings (Default),SBIN7197891,Bharatpur,UNION BANK,,True
RAJASTHAN,Kota,Kota North,GP_893,Village_893,40008335902,Mahila Kota Group,377535,OBC,,9,VO_RAJ_893,CLF_RAJ_893,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,106,36,shg_manufacturing,-,shg_livestock,Active,326077723053.0,Savings (Default),SBIN7185297,Kota,BANK OF BARODA,,True
RAJASTHAN,Alwar,Alwar West,GP_894,Village_894,40008335903,Swayam Alwar Mandal,874656,OTH,,11,VO_RAJ_894,CLF_RAJ_894,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,123,12,shg_manufacturing,-,-,Active,73253401122.0,Savings (Default),SBIN9086018,Alwar,CANARA BANK,,True
RAJASTHAN,Bikaner,Bikaner Rural,GP_895,Village_895,40008335904,Udyog Bikaner Sangathan,235539,SC,,10,VO_RAJ_895,CLF_RAJ_895,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,51,24,shg_agriculture,shg_livestock,-,Active,17998411260.0,Savings (Default),SBIN2829036,Bikaner,STATE BANK OF INDIA,,True
RAJASTHAN,Udaipur,Udaipur North,GP_896,Village_896,40008335905,Prerna Udaipur Mandal,595399,GEN,,12,VO_RAJ_896,CLF_RAJ_896,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,40,12,shg_agriculture,-,shg_livestock,Active,351250562309.0,Savings (Default),SBIN5703041,Udaipur,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Jaipur,Jaipur Central,GP_897,Village_897,40008335906,Jyoti Jaipur SHG,458710,SC,,11,VO_RAJ_897,CLF_RAJ_897,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,38,12,shg_livestock,-,-,Active,885806997646.0,Savings (Default),SBIN7326107,Jaipur,CANARA BANK,,True
RAJASTHAN,Bharatpur,Bharatpur South,GP_898,Village_898,40008335907,Sangam Bharatpur SHG,858261,GEN,,10,VO_RAJ_898,CLF_RAJ_898,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,25,12,shg_agriculture,shg_livestock,shg_livestock,Active,409242432369.0,Savings (Default),SBIN2860430,Bharatpur,STATE BANK OF INDIA,,True
RAJASTHAN,Ajmer,Ajmer East,GP_899,Village_899,40008335908,Swayam Ajmer SHG,393359,OTH,,9,VO_RAJ_899,CLF_RAJ_899,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,1,36,-,shg_livestock,-,Active,52926723109.0,Savings (Default),SBIN2385489,Ajmer,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Sikar,Sikar South,GP_900,Village_900,40008335909,Janani Sikar SHG,815054,OTH,,10,VO_RAJ_900,CLF_RAJ_900,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,4,12,shg_agriculture,-,shg_manufacturing,Active,869013339032.0,Savings (Default),SBIN9778951,Sikar,STATE BANK OF INDIA,,True
RAJASTHAN,Udaipur,Udaipur Rural,GP_901,Village_901,40008335910,Navjyoti Udaipur SHG,646208,GEN,,10,VO_RAJ_901,CLF_RAJ_901,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,6,24,shg_livestock,-,-,Active,119569470405.0,Savings (Default),SBIN9971511,Udaipur,STATE BANK OF INDIA,,True
RAJASTHAN,Bharatpur,Bharatpur North,GP_902,Village_902,40008335911,Sahayog Bharatpur Mandal,804605,ST,,11,VO_RAJ_902,CLF_RAJ_902,NRLM,,No,,Woman(Regular),none,Weekly,Monthly,96,12,-,shg_manufacturing,-,Active,91664592581.0,Savings (Default),SBIN3903036,Bharatpur,UNION BANK,,True
RAJASTHAN,Udaipur,Udaipur East,GP_903,Village_903,40008335912,Grameen Udaipur Sangathan,543395,GEN,,9,VO_RAJ_903,CLF_RAJ_903,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,78,36,shg_agriculture,shg_livestock,-,Active,25291169443.0,Savings (Default),SBIN5937774,Udaipur,PUNJAB NATIONAL BANK,,True
RAJASTHAN,Jaipur,Jaipur East,GP_904,Village_904,40008335913,Samridhi Jaipur Mandal,940939,OTH,,10,VO_RAJ_904,CLF_RAJ_904,SGSY,,No,,Woman(Regular),none,Weekly,Monthly,137,24,shg_livestock,-,-,Active,567418668321.0,Savings (Default),SBIN5430820,Jaipur,UNION BANK,,True
